product_id,rating,ProductName,Brand,Price,Image_Url,Category,SubCategory
P000018,3.06,"2-Minute Noodles Masala - Made With Quality Spices, Rich In Fibre",MAGGI ,168,https://www.bigbasket.com/media/uploads/p/l/40125873_4-maggi-2-minute-noodles-masala.jpg,Snacks & Branded Foods,Instant Noodles
P000019,3.04,"2-Minute Instant Masala Noodles - Made With Quality Spices, Source Of Iron",MAGGI ,55,https://www.bigbasket.com/media/uploads/p/l/266162_17-maggi-2-minute-instant-noodles-masala.jpg,Snacks & Branded Foods,Instant Noodles
P000020,2.75,Masala 2 Minute Instant Noodles,MAGGI ,28,https://www.bigbasket.com/media/uploads/p/l/266165_14-maggi-masala-2-minute-instant-noodles.jpg,Snacks & Branded Foods,Instant Noodles
P000021,2.9,"2-Minute Instant Masala Noodles - Made With Quality Spices, Goodness Of Iron",MAGGI ,109,https://www.bigbasket.com/media/uploads/p/l/266109_19-maggi-2-minute-instant-noodles-masala.jpg,Snacks & Branded Foods,Instant Noodles
P000022,4.54,Idly Dosa Batter,iD Fresho,158,https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg,Snacks & Branded Foods,Breakfast & Snack Mixes
P000023,3.09,Idly & Dosa Batter,iD Fresho,79,https://www.bigbasket.com/media/uploads/p/l/271205_14-id-fresho-idly-dosa-batter.jpg,Snacks & Branded Foods,Breakfast & Snack Mixes
P000024,4.35,"Bathing Bar Soap - Germ Protection, Original",Dettol,600,https://www.bigbasket.com/media/uploads/p/l/1206304_6-dettol-bathing-bar-soap-germ-protection-original.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000025,4.02,Bathing Bar Soap - Original,Dettol,240,https://www.bigbasket.com/media/uploads/p/l/1208387_5-dettol-bathing-bar-soap-original.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000026,2.85,"Original Bathing Bar Soap, Daily Protection from Germs",Dettol,75,https://www.bigbasket.com/media/uploads/p/l/100008548_25-dettol-original-bathing-soap-bar-with-76-tfm-protects-from-germs.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000027,2.7,Bathing Soap - Original,Dettol,300,https://www.bigbasket.com/media/uploads/p/l/1200377_8-dettol-bathing-soap-original.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000028,2.56,"Colgate Strong Teeth, 150 gm, India’s No: 1 Toothpaste Brand, Calcium-boost for 2X Stronger Teeth, Prevents cavities, Whitens Teeth,  Freshens Breath",Colgate,85,https://www.bigbasket.com/media/uploads/p/l/20005547_11-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg,Beauty & Hygiene,Toothpaste
P000029,4.32,"Colgate Strong Teeth, 500 gm, India’s No: 1 Toothpaste Brand, Calcium-boost for 2X Stronger Teeth, Prevents cavities, Whitens Teeth,  Freshens Breath",Colgate,244,https://www.bigbasket.com/media/uploads/p/l/40186855_5-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg,Beauty & Hygiene,Toothpaste
P000030,3.93,"Toothpaste - Strong Teeth, Dental Cream, Anti Cavity",Colgate,346,https://www.bigbasket.com/media/uploads/p/l/1205003_5-colgate-toothpaste-strong-teeth-dental-cream-anti-cavity.jpg,Beauty & Hygiene,Toothpaste
P000031,3.37,"Colgate Strong Teeth, 100 gm, India’s No: 1 Toothpaste Brand, Calcium-boost for 2X Stronger Teeth, Prevents cavities, Whitens Teeth,  Freshens Breath",Colgate,63,https://www.bigbasket.com/media/uploads/p/l/100006161_16-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg,Beauty & Hygiene,Toothpaste
P000032,3.75,"Colgate Strong Teeth, 300 gm, India’s No: 1 Toothpaste Brand, Calcium-boost for 2X Stronger Teeth, Prevents cavities, Whitens Teeth,  Freshens Breath",Colgate,173,https://www.bigbasket.com/media/uploads/p/l/263925_17-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-formula-provides-fresher-breath.jpg,Beauty & Hygiene,Toothpaste
P000033,3.6,Strong Teeth Anticavity Toothpaste With Amino Shakti - Saver Pack,Colgate,488,https://www.bigbasket.com/media/uploads/p/l/1212657_3-colgate-strong-teeth-anticavity-toothpaste-with-amino-shakti-saver-pack.jpg,Beauty & Hygiene,Toothpaste
P000034,3.87,"Rice/Akki - Raw, Sona Masoori",BB Royal,70,https://www.bigbasket.com/media/uploads/p/l/10000457_13-bb-royal-rice-raw-sona-masoori.jpg,"Foodgrains, Oil & Masala",Raw Rice
P000035,4.63,"Rice/Akki - Raw, Sona Masoori, 12-17 Months Old",BB Royal,700,https://www.bigbasket.com/media/uploads/p/l/10000404_18-bb-royal-rice-raw-sona-masoori-12-17-months-old.jpg,"Foodgrains, Oil & Masala",Raw Rice
P000036,3.64,Sona Masoori Raw Rice/Akki,BB Royal,1750,https://www.bigbasket.com/media/uploads/p/l/20001214_15-bb-royal-sona-masoori-raw-rice.jpg,"Foodgrains, Oil & Masala",Raw Rice
P000037,3.06,"Tender Coconut Water - No Added Sugar, Flavours",Fresho,50,https://www.bigbasket.com/media/uploads/p/l/40216129_10-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,Beverages,Juices
P000038,3.85,Original Extra Virgin Olive Oil,BORGES,1400,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,Gourmet & World Food,Extra Virgin Olive Oil
P000039,4.75,Extra Virgin Olive Oil,BORGES,6000,https://www.bigbasket.com/media/uploads/p/l/40208261_1-borges-extra-virgin-olive-oil.jpg,Gourmet & World Food,Extra Virgin Olive Oil
P000040,4.74,Frozen Green Peas,Fresho,135,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,Snacks & Branded Foods,Frozen Vegetables
P000041,2.87,Tea - Natural Care,Red Label,650,https://www.bigbasket.com/media/uploads/p/l/226491_10-red-label-tea-natural-care.jpg,Beverages,Leaf & Dust Tea
P000042,4.49,Carbon Zinc Battery Red HD AA 1015,Eveready,360,https://www.bigbasket.com/media/uploads/p/l/1214632_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg,"Kitchen, Garden & Pets",Battery & Electrical
P000043,3.66,Rich & Flavourful Tea,Taj Mahal,90,https://www.bigbasket.com/media/uploads/p/l/266597_12-taj-mahal-rich-flavourful-tea.jpg,Beverages,Leaf & Dust Tea
P000044,2.7,Ladies Finger (Loose),Fresho,31.82,https://www.bigbasket.com/media/uploads/p/l/10000144_13-fresho-ladies-finger.jpg,Fruits & Vegetables,"Beans, Brinjals & Okra"
P000045,4.81,"Dry Pet Food - For Adult Dogs, Chicken & Vegetables",Pedigree,105,https://www.bigbasket.com/media/uploads/p/l/265378_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats
P000046,4.52,"Dry Dog Food - Chicken & Vegetables, For Adult Dogs",Pedigree,285,https://www.bigbasket.com/media/uploads/p/l/256652_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats
P000047,3.71,Antiseptic Disinfectant Liquid,Dettol,66.55,https://www.bigbasket.com/media/uploads/p/l/253537_9-dettol-antiseptic-disinfectant-liquid.jpg,Beauty & Hygiene,Antiseptics & Bandages
P000048,4.69,Cumin/Jeera/Jeerige - Whole,BB Royal,600,https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg,"Foodgrains, Oil & Masala",Whole Spices
P000049,4.6,GoodLife UHT Treated Toned Milk,Nandini,28,https://www.bigbasket.com/media/uploads/p/l/242671_1-nandini-goodlife-toned-milk.jpg,"Bakery, Cakes & Dairy",Milk
P000050,4.17,"Adult Gravy DogÂ Food - Chicken & Liver Chunks In Gravy, 25 RsÂ Off Value Pack",Pedigree,600,https://www.bigbasket.com/media/uploads/p/l/70001924_13-pedigree-adult-gravy-doga-food-chicken-liver-chunks-in-gravy-25-rsa-off-value-pack.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats
P000051,3.23,"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",Tata Tea Gold,620,https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg,Beverages,Leaf & Dust Tea
P000052,3.17,Sun Lite - Sunflower Refined Oil,Fortune ,189,https://www.bigbasket.com/media/uploads/p/l/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil"
P000053,4.55,Sunflower Refined Oil - Sun Lite,Fortune ,567,https://www.bigbasket.com/media/uploads/p/l/1204455_2-fortune-sunflower-refined-oil-sun-lite.jpg,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil"
P000054,4.04,Cream Beauty Bathing Bar,Dove,128,https://www.bigbasket.com/media/uploads/p/l/1203041_2-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000055,3.51,"Cream Beauty Bathing Bar, Has 1/4th Moisturizing Cream",Dove,64,https://www.bigbasket.com/media/uploads/p/l/306161_10-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000056,2.89,"Cream Beauty Bathing Bar - For Soft, Smooth Skin",Dove,870,https://www.bigbasket.com/media/uploads/p/l/40158282_10-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000057,3.32,Cream Beauty Bathing Bar Soap,Dove,512,https://www.bigbasket.com/media/uploads/p/l/1206004_1-dove-cream-beauty-bathing-bar-soap.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000058,3.41,Sunrise Instant Coffee - Chicory Mixture,Nescafe ,95,https://www.bigbasket.com/media/uploads/p/l/20005895_6-nescafe-sunrise-instant-coffee-chicory-mixture.jpg,Beverages,Instant Coffee
P000059,3.98,Sunrise Rich Aroma,Nescafe ,795,https://www.bigbasket.com/media/uploads/p/l/40111434_10-nescafe-sunrise-rich-aroma.jpg,Beverages,Instant Coffee
P000060,2.56,"Sunrise Instant Coffee Powder - Chicory Mix, Extra Strong",Nescafe ,785,https://www.bigbasket.com/media/uploads/p/l/118572_3-nescafe-sunrise-extra-sachet.jpg,Beverages,Instant Coffee
P000061,3.66,"Sunrise Instant Coffee - Chicory Mix, Rich In Aroma & Flavour",Nescafe ,190,https://www.bigbasket.com/media/uploads/p/l/292149_7-nescafe-sunrise-instant-coffee-chicory-mix.jpg,Beverages,Instant Coffee
P000062,2.85,"Sunrise Instant Coffee-Chicory Mix, Rich In Aroma & Flavour,",Nescafe ,10,https://www.bigbasket.com/media/uploads/p/l/40020215_6-nescafe-sunrise-coffee.jpg,Beverages,Instant Coffee
P000063,3.33,Sunrise Instant Coffee,Nescafe ,5,https://www.bigbasket.com/media/uploads/p/l/40020218_3-nescafe-sunrise-instant-coffee.jpg,Beverages,Instant Coffee
P000064,3.98,Gulabari Premium Rose Water - Paraben Free Skin Toner,Dabur,170,https://www.bigbasket.com/media/uploads/p/l/1214522_3-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg,Beauty & Hygiene,Face Care
P000065,4.26,"Gulabari Premium Rose Water - Daily Glow, All Skin Types, Paraben Free, Alcohol Free",Dabur,85,https://www.bigbasket.com/media/uploads/p/l/263860_8-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg,Beauty & Hygiene,Face Care
P000066,4.69,Pasteurised Butter,Amul,255,https://www.bigbasket.com/media/uploads/p/l/104864_8-amul-butter-pasteurised.jpg,"Bakery, Cakes & Dairy",Butter & Margarine
P000067,3.13,Butter - Pasteurized,Amul,104,https://www.bigbasket.com/media/uploads/p/l/1200163_4-amul-butter-pasteurized.jpg,"Bakery, Cakes & Dairy",Butter & Margarine
P000068,3.76,Butter - Pasteurised,Amul,156,https://www.bigbasket.com/media/uploads/p/l/1205137_3-amul-butter-pasteurized-carton.jpg,"Bakery, Cakes & Dairy",Butter & Margarine
P000069,3.09,"Farm Fresh Curd/Dahi - Premium, No Preservatives",Milky Mist,46,https://www.bigbasket.com/media/uploads/p/l/40003162_4-milky-mist-curd-farm-fresh.jpg,"Bakery, Cakes & Dairy",Curd
P000070,3.67,Chana Dal/Kadale Bele,BB Royal,160,https://www.bigbasket.com/media/uploads/p/l/10000803_14-bb-royal-channa-dal.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal"
P000071,3.76,Maida,BB Royal,60,https://www.bigbasket.com/media/uploads/p/l/10000416_12-bb-royal-maida.jpg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan"
P000072,3.02,"Moong - Green, Whole/Sabut",BB Royal,90,https://www.bigbasket.com/media/uploads/p/l/10000443_16-bb-royal-moong-green-wholesabut.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal"
P000073,3.99,Green Moong Whole/Hesaru Kaalu - Sabut,BB Royal,180,https://www.bigbasket.com/media/uploads/p/l/20000437_12-bb-royal-green-moong-wholesabut.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal"
P000074,4.52,"Black Soft Drink - Max Taste, Zero Sugar(Diet)",Pepsi,35,https://www.bigbasket.com/media/uploads/p/l/40104245_6-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg,Beverages,Cold Drinks
P000075,4.46,Poha /Avalakki/Aval/Chivda -Thick,BB Royal,40,https://www.bigbasket.com/media/uploads/p/l/10000453_14-bb-royal-poha-avalakkiavalchivda-thick.jpg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura"
P000076,3.47,"Poha/Avalakki/Aval/Chivda Thick - Flattened & Beaten Rice , Makers Breakfast &  Teatime Snacks",BB Royal,80,https://www.bigbasket.com/media/uploads/p/l/10000431_18-bb-royal-pohaavalakkiavalchivda-thick.jpg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura"
P000077,3.91,Diaper Pants - XXL,Pampers ,399,https://www.bigbasket.com/media/uploads/p/l/40111395_7-pampers-diaper-pants-xxl.jpg,Baby Care,Diapers
P000078,3.4,"All-Round Protection Diaper Pants - XXL, 15-25 kg, Ultra Absorb Core, Leakage Prevention for upto 12 Hours",Pampers ,1199,https://www.bigbasket.com/media/uploads/p/l/40185708_4-pampers-diaper-pants-xxl.jpg,Baby Care,Diapers
P000079,3.22,Urad Dal/Uddina Bele - Split,BB Popular,200,https://www.bigbasket.com/media/uploads/p/l/30010377_11-bb-popular-urad-dal-split.jpg,"Foodgrains, Oil & Masala",Urad & Other Dals
P000080,3.42,Mustard/Sasive/Rai - Small,BB Royal,150,https://www.bigbasket.com/media/uploads/p/l/40026602_10-bb-royal-mustardrai-small.jpg,"Foodgrains, Oil & Masala",Whole Spices
P000081,4.15,Organic - Almond/Badam,BB Royal,675,https://www.bigbasket.com/media/uploads/p/l/40101871_11-bb-royal-organic-almondbadam.jpg,"Foodgrains, Oil & Masala",Organic Dry Fruits
P000082,4.56,Ridge Gourd,Fresho,45.45,https://www.bigbasket.com/media/uploads/p/l/10000176_15-fresho-ridge-gourd.jpg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick"
P000083,4.2,H2O Unbreakable Water Bottle - Blue,Cello,1236,https://www.bigbasket.com/media/uploads/p/l/1206863_1-cello-h2o-unbreakable-water-bottle-blue.jpg,"Kitchen, Garden & Pets",Water & Fridge Bottles
P000084,4.44,H2o Unbreakable Water Bottle - Blue,Cello,206,https://www.bigbasket.com/media/uploads/p/l/40080581_2-cello-h2o-unbreakable-water-bottle-blue.jpg,"Kitchen, Garden & Pets",Water & Fridge Bottles
P000085,3.21,Coccinia (Loose),Fresho,87.66,https://www.bigbasket.com/media/uploads/p/l/10000089_19-fresho-coccinia.jpg,Fruits & Vegetables,Cucumber & Capsicum
P000086,4.63,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",Quaker,199,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge
P000087,3.38,"Oats - Multigrain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",Quaker,175,https://www.bigbasket.com/media/uploads/p/l/40007739_18-quaker-oats-multigrain-breakfast-cereal-rich-source-of-energy-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge
P000088,4.29,"Rolled Oats - Rich In Protein, Nutritious, Easy To Cook",Quaker,338,https://www.bigbasket.com/media/uploads/p/l/40091105_13-quaker-rolled-oats-rich-in-protein-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge
P000089,3.55,"Premium Stainless Steel Kitchen Knife - Large, Multipurpose, BBPK02",BB Home,210,https://www.bigbasket.com/media/uploads/p/l/40197167_7-bb-home-premium-stainless-steel-kitchen-knife-large-multipurpose-bbpk02.jpg,"Kitchen, Garden & Pets",Knives & Peelers
P000090,2.87,Sooji - Bansi,BB Royal,38,https://www.bigbasket.com/media/uploads/p/l/10000464_9-bb-royal-sooji-bansi.jpg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan"
P000091,3.44,Bansi Sooji,BB Royal,75,https://www.bigbasket.com/media/uploads/p/l/40018904_4-bb-royal-bansi-sooji.jpg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan"
P000092,3.31,Palak 250g+Ladies Finger 500g+Cucumber 1kg+Capsicum Green 500g+Bottle Gourd 1pc,Fresho,228.26,https://www.bigbasket.com/media/uploads/p/l/1209674_1-fresho-palak-250gladies-finger-500gcucumber-1kgcapsicum-green-500gbottle-gourd-1pc.jpg,Fruits & Vegetables,Leafy Vegetables
P000093,3.85,"Intensive Care Cocoa Glow Body Lotion - With Shea Butter, Non-Greasy Formula",Vaseline,399,https://www.bigbasket.com/media/uploads/p/l/286741_23-vaseline-intensive-care-cocoa-glow-body-lotion-with-shea-butter-non-greasy-formula.jpg,Beauty & Hygiene,Body Care
P000094,3.6,Radish - White (Loose),Fresho,37.66,https://www.bigbasket.com/media/uploads/p/l/10000164_14-fresho-radish-white.jpg,Fruits & Vegetables,Root Vegetables
P000095,4.88,Organic - Brown Sugar/Sakkare,BB Royal,499,https://www.bigbasket.com/media/uploads/p/l/40114163_16-bb-royal-organic-brown-sugar.jpg,"Foodgrains, Oil & Masala","Organic Sugar, Jaggery"
P000096,4.15,Besan Fine/Kadale Hittu,BB Royal,75,https://www.bigbasket.com/media/uploads/p/l/10000475_8-bb-royal-besan-flour.jpg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan"
P000097,4.65,Rice - Flour,BB Royal,60,https://www.bigbasket.com/media/uploads/p/l/10000458_11-bb-royal-rice-flour.jpg,"Foodgrains, Oil & Masala",Rice & Other Flours
P000098,3.94,Premium Care Diapers - Large,Pampers ,2299,https://www.bigbasket.com/media/uploads/p/l/40136610_7-pampers-premium-care-diapers-large.jpg,Baby Care,Diapers
P000099,4.26,"Premium Care Diaper Pants - Large, 9-14 kg, Air Channels, Lotion with Aloe Vera",Pampers ,799,https://www.bigbasket.com/media/uploads/p/l/40141636_3-pampers-premium-care-diapers-large.jpg,Baby Care,Diapers
P000100,4.01,"Premium Care Diaper Pants - Large, 9-14 kg, Lotion with Aloe Vera",Pampers ,3597,https://www.bigbasket.com/media/uploads/p/l/40180906_8-pampers-premium-care-diapers-large.jpg,Baby Care,Diapers
P000101,2.69,Marvel 20 Multi Storage Plastic Basket Without Lid - Matt Brown,Polyset,139,https://www.bigbasket.com/media/uploads/p/l/40181825_9-polyset-marvel-20-multi-storage-plastic-basket-without-lid-matt-brown.jpg,"Kitchen, Garden & Pets",Containers Sets
P000102,4.78,Moong Dal/Hesaru Bele,BB Royal,100,https://www.bigbasket.com/media/uploads/p/l/10000440_17-bb-royal-moong-dal.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal"
P000103,2.7,Soft Drink,Mountain Dew,35,https://www.bigbasket.com/media/uploads/p/l/292398_9-mountain-dew-soft-drink.jpg,Beverages,Cold Drinks
P000104,2.97,Brinjal - Bottle Shape (Loose),Fresho,96.1,https://www.bigbasket.com/media/uploads/p/l/10000053_18-fresho-brinjal-bottle-shape.jpg,Fruits & Vegetables,"Beans, Brinjals & Okra"
P000105,3.91,Bathing Soap - Skincare,Dettol,80,https://www.bigbasket.com/media/uploads/p/l/1203042_7-dettol-bathing-soap-skincare.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000106,4.02,Bathing Bar Soap - Skincare,Dettol,402,https://www.bigbasket.com/media/uploads/p/l/1208133_11-dettol-bathing-bar-soap-skincare.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000107,2.85,Germ Protection Bathing Soap Bar,Dettol,536,https://www.bigbasket.com/media/uploads/p/l/1208134_11-dettol-germ-protection-bathing-soap-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000108,4.19,"Skincare Pure Glycerine Soap, Protection from Skin Infection Causing Germs",Dettol,40,https://www.bigbasket.com/media/uploads/p/l/100008537_15-dettol-skincare-bathing-soap-bar-with-glycerine-moisturising-protects-from-germs.jpg,Beauty & Hygiene,Bathing Bars & Soaps
P000109,4.31,Idli Rice,BB Royal,65,https://www.bigbasket.com/media/uploads/p/l/10000450_17-bb-royal-idli-rice.jpg,"Foodgrains, Oil & Masala",Boiled & Steam Rice
P000110,2.5,"Atta Sharbati 100% Mp Whole Wheat, Rotis Stay Softer For Longer",BB Royal,68,https://www.bigbasket.com/media/uploads/p/l/40151625_7-bb-royal-superior-mp-sharbati-atta-fortified.jpg,"Foodgrains, Oil & Masala",Atta Whole Wheat
P000111,3.86,Atta Sharbati 100% MP Whole Wheat Rotis Stay Softer For Longer,BB Royal,330,https://www.bigbasket.com/media/uploads/p/l/40151626_7-bb-royal-superior-mp-sharbati-atta-fortified.jpg,"Foodgrains, Oil & Masala",Atta Whole Wheat
P000112,2.69,Superior-Mp-Sharbati-Atta/Godihittu - Fortified,BB Royal,35,https://www.bigbasket.com/media/uploads/p/l/40189428_2-bb-royal-superior-mp-sharbati-atta-fortified.jpg,"Foodgrains, Oil & Masala",Atta Whole Wheat
P000113,4.39,100% MP Sharbati Atta,BB Royal,136,https://www.bigbasket.com/media/uploads/p/l/1205602_4-bb-royal-100-mp-sharbati-atta.jpg,"Foodgrains, Oil & Masala",Atta Whole Wheat
P000114,4.14,"Methi/Venthaya Keerai - Cleaned, without roots",Fresho,69.48,https://www.bigbasket.com/media/uploads/p/l/10000112_18-fresho-methiventhaya-keerai-cleaned-without-roots.jpg,Fruits & Vegetables,Leafy Vegetables
P000115,4.24,Methi - With roots,Fresho,57.14,https://www.bigbasket.com/media/uploads/p/l/10000388_10-fresho-methi-with-roots.jpg,Fruits & Vegetables,Leafy Vegetables
P000116,2.95,Durum Wheat Pasta - Fusilli,BORGES,299,https://www.bigbasket.com/media/uploads/p/l/303129_2-borges-durum-wheat-pasta-fusilli.jpg,Gourmet & World Food,Pastas & Spaghetti
P000117,4.75,"BB Royal Organic  Kashmir Honey, 500 g + iD Fresho Idly Dosa Batter, 1 Kg",bb Combo,508,https://www.bigbasket.com/media/uploads/p/l/1215053_1-bb-combo-bb-royal-organic-kashmir-honey-500-g-id-fresho-idly-dosa-batter-1-kg.jpg,Snacks & Branded Foods,Honey
P000118,2.81,"Chicken Breast - Boneless, Antibiotic Residue-Free, 4 To 6 pcs",Fresho,605,https://www.bigbasket.com/media/uploads/p/l/10001001_7-fresho-chicken-breast-boneless-antibiotic-residue-free.jpg,"Eggs, Meat & Fish",Fresh Chicken
P000119,4.77,"Chicken Breast - Boneless, Antibiotic Residue-Free, 2- 4 pcs",Fresho,360,https://www.bigbasket.com/media/uploads/p/l/10000900_10-fresho-chicken-breast-boneless-antibiotic-residue-free-4-5-pcs.jpg,"Eggs, Meat & Fish",Fresh Chicken
P000120,2.8,"Chicken Breast - Boneless, Antibiotic Residue-Free, 1 To 2 pcs",Fresho,207,https://www.bigbasket.com/media/uploads/p/l/10000901_10-fresho-chicken-breast-boneless-antibiotic-residue-free.jpg,"Eggs, Meat & Fish",Fresh Chicken
