unnamed: 0,product_id,rating,ProductName,Brand,price,image_url,Category,subcategory,perfil_texto
35,P000036,3.64,Sona Masoori Raw Rice/Akki,BB Royal,1750.0,https://www.bigbasket.com/media/uploads/p/l/20001214_15-bb-royal-sona-masoori-raw-rice.jpg,"Foodgrains, Oil & Masala",Raw Rice,"bb royal foodgrains, oil & masala raw rice sona masoori raw rice/akki"
36,P000037,3.06,"Tender Coconut Water - No Added Sugar, Flavours",Fresho,50.0,https://www.bigbasket.com/media/uploads/p/l/40216129_10-fresho-tender-coconut-water-no-added-sugar-flavours.jpg,Beverages,Juices,"fresho beverages juices tender coconut water - no added sugar, flavours"
37,P000038,3.85,Original Extra Virgin Olive Oil,BORGES,1400.0,https://www.bigbasket.com/media/uploads/p/l/40006250_7-borges-extra-virgin-olive-oil.jpg,Gourmet & World Food,Extra Virgin Olive Oil,borges gourmet & world food extra virgin olive oil original extra virgin olive oil
38,P000039,4.75,Extra Virgin Olive Oil,BORGES,6000.0,https://www.bigbasket.com/media/uploads/p/l/40208261_1-borges-extra-virgin-olive-oil.jpg,Gourmet & World Food,Extra Virgin Olive Oil,borges gourmet & world food extra virgin olive oil extra virgin olive oil
39,P000040,4.74,Frozen Green Peas,Fresho,135.0,https://www.bigbasket.com/media/uploads/p/l/40192104_9-fresho-frozen-green-peas.jpg,Snacks & Branded Foods,Frozen Vegetables,fresho snacks & branded foods frozen vegetables frozen green peas
40,P000041,2.87,Tea - Natural Care,Red Label,650.0,https://www.bigbasket.com/media/uploads/p/l/226491_10-red-label-tea-natural-care.jpg,Beverages,Leaf & Dust Tea,red label beverages leaf & dust tea tea - natural care
41,P000042,4.49,Carbon Zinc Battery Red HD AA 1015,Eveready,360.0,https://www.bigbasket.com/media/uploads/p/l/1214632_2-eveready-carbon-zinc-battery-red-hd-aa-1015.jpg,"Kitchen, Garden & Pets",Battery & Electrical,"eveready kitchen, garden & pets battery & electrical carbon zinc battery red hd aa 1015"
42,P000043,3.66,Rich & Flavourful Tea,Taj Mahal,90.0,https://www.bigbasket.com/media/uploads/p/l/266597_12-taj-mahal-rich-flavourful-tea.jpg,Beverages,Leaf & Dust Tea,taj mahal beverages leaf & dust tea rich & flavourful tea
43,P000044,2.7,Ladies Finger (Loose),Fresho,31.82,https://www.bigbasket.com/media/uploads/p/l/10000144_13-fresho-ladies-finger.jpg,Fruits & Vegetables,"Beans, Brinjals & Okra","fresho fruits & vegetables beans, brinjals & okra ladies finger (loose)"
44,P000045,4.81,"Dry Pet Food - For Adult Dogs, Chicken & Vegetables",Pedigree,105.0,https://www.bigbasket.com/media/uploads/p/l/265378_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats,"pedigree kitchen, garden & pets pet meals & treats dry pet food - for adult dogs, chicken & vegetables"
45,P000046,4.52,"Dry Dog Food - Chicken & Vegetables, For Adult Dogs",Pedigree,285.0,https://www.bigbasket.com/media/uploads/p/l/256652_14-pedigree-dry-dog-food-chicken-vegetables-for-adult-dogs.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats,"pedigree kitchen, garden & pets pet meals & treats dry dog food - chicken & vegetables, for adult dogs"
46,P000047,3.71,Antiseptic Disinfectant Liquid,Dettol,66.55,https://www.bigbasket.com/media/uploads/p/l/253537_9-dettol-antiseptic-disinfectant-liquid.jpg,Beauty & Hygiene,Antiseptics & Bandages,dettol beauty & hygiene antiseptics & bandages antiseptic disinfectant liquid
47,P000048,4.69,Cumin/Jeera/Jeerige - Whole,BB Royal,600.0,https://www.bigbasket.com/media/uploads/p/l/40030808_10-bb-royal-cuminjeera-whole.jpg,"Foodgrains, Oil & Masala",Whole Spices,"bb royal foodgrains, oil & masala whole spices cumin/jeera/jeerige - whole"
48,P000049,4.6,GoodLife UHT Treated Toned Milk,Nandini,28.0,https://www.bigbasket.com/media/uploads/p/l/242671_1-nandini-goodlife-toned-milk.jpg,"Bakery, Cakes & Dairy",Milk,"nandini bakery, cakes & dairy milk goodlife uht treated toned milk"
49,P000050,4.17,"Adult Gravy DogÂ Food - Chicken & Liver Chunks In Gravy, 25 RsÂ Off Value Pack",Pedigree,600.0,https://www.bigbasket.com/media/uploads/p/l/70001924_13-pedigree-adult-gravy-doga-food-chicken-liver-chunks-in-gravy-25-rsa-off-value-pack.jpg,"Kitchen, Garden & Pets",Pet Meals & Treats,"pedigree kitchen, garden & pets pet meals & treats adult gravy dogâ food - chicken & liver chunks in gravy, 25 rsâ off value pack"
50,P000051,3.23,"Assam Teas With Gently Rolled Aromatic Long Leaves, Rich & Aromatic Chai, Black Tea",Tata Tea Gold,620.0,https://www.bigbasket.com/media/uploads/p/l/240065_14-tata-tea-gold-tea.jpg,Beverages,Leaf & Dust Tea,"tata tea gold beverages leaf & dust tea assam teas with gently rolled aromatic long leaves, rich & aromatic chai, black tea"
51,P000052,3.17,Sun Lite - Sunflower Refined Oil,Fortune ,189.0,https://www.bigbasket.com/media/uploads/p/l/274145_14-fortune-sun-lite-sunflower-refined-oil.jpg,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil","fortune  foodgrains, oil & masala sunflower, rice bran oil sun lite - sunflower refined oil"
52,P000053,4.55,Sunflower Refined Oil - Sun Lite,Fortune ,567.0,https://www.bigbasket.com/media/uploads/p/l/1204455_2-fortune-sunflower-refined-oil-sun-lite.jpg,"Foodgrains, Oil & Masala","Sunflower, Rice Bran Oil","fortune  foodgrains, oil & masala sunflower, rice bran oil sunflower refined oil - sun lite"
53,P000054,4.04,Cream Beauty Bathing Bar,Dove,128.0,https://www.bigbasket.com/media/uploads/p/l/1203041_2-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps,dove beauty & hygiene bathing bars & soaps cream beauty bathing bar
54,P000055,3.51,"Cream Beauty Bathing Bar, Has 1/4th Moisturizing Cream",Dove,64.0,https://www.bigbasket.com/media/uploads/p/l/306161_10-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps,"dove beauty & hygiene bathing bars & soaps cream beauty bathing bar, has 1/4th moisturizing cream"
55,P000056,2.89,"Cream Beauty Bathing Bar - For Soft, Smooth Skin",Dove,870.0,https://www.bigbasket.com/media/uploads/p/l/40158282_10-dove-cream-beauty-bathing-bar.jpg,Beauty & Hygiene,Bathing Bars & Soaps,"dove beauty & hygiene bathing bars & soaps cream beauty bathing bar - for soft, smooth skin"
56,P000057,3.32,Cream Beauty Bathing Bar Soap,Dove,512.0,https://www.bigbasket.com/media/uploads/p/l/1206004_1-dove-cream-beauty-bathing-bar-soap.jpg,Beauty & Hygiene,Bathing Bars & Soaps,dove beauty & hygiene bathing bars & soaps cream beauty bathing bar soap
57,P000058,3.41,Sunrise Instant Coffee - Chicory Mixture,Nescafe ,95.0,https://www.bigbasket.com/media/uploads/p/l/20005895_6-nescafe-sunrise-instant-coffee-chicory-mixture.jpg,Beverages,Instant Coffee,nescafe  beverages instant coffee sunrise instant coffee - chicory mixture
58,P000059,3.98,Sunrise Rich Aroma,Nescafe ,795.0,https://www.bigbasket.com/media/uploads/p/l/40111434_10-nescafe-sunrise-rich-aroma.jpg,Beverages,Instant Coffee,nescafe  beverages instant coffee sunrise rich aroma
59,P000060,2.56,"Sunrise Instant Coffee Powder - Chicory Mix, Extra Strong",Nescafe ,785.0,https://www.bigbasket.com/media/uploads/p/l/118572_3-nescafe-sunrise-extra-sachet.jpg,Beverages,Instant Coffee,"nescafe  beverages instant coffee sunrise instant coffee powder - chicory mix, extra strong"
60,P000061,3.66,"Sunrise Instant Coffee - Chicory Mix, Rich In Aroma & Flavour",Nescafe ,190.0,https://www.bigbasket.com/media/uploads/p/l/292149_7-nescafe-sunrise-instant-coffee-chicory-mix.jpg,Beverages,Instant Coffee,"nescafe  beverages instant coffee sunrise instant coffee - chicory mix, rich in aroma & flavour"
61,P000062,2.85,"Sunrise Instant Coffee-Chicory Mix, Rich In Aroma & Flavour,",Nescafe ,10.0,https://www.bigbasket.com/media/uploads/p/l/40020215_6-nescafe-sunrise-coffee.jpg,Beverages,Instant Coffee,"nescafe  beverages instant coffee sunrise instant coffee-chicory mix, rich in aroma & flavour,"
62,P000063,3.33,Sunrise Instant Coffee,Nescafe ,5.0,https://www.bigbasket.com/media/uploads/p/l/40020218_3-nescafe-sunrise-instant-coffee.jpg,Beverages,Instant Coffee,nescafe  beverages instant coffee sunrise instant coffee
63,P000064,3.98,Gulabari Premium Rose Water - Paraben Free Skin Toner,Dabur,170.0,https://www.bigbasket.com/media/uploads/p/l/1214522_3-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg,Beauty & Hygiene,Face Care,dabur beauty & hygiene face care gulabari premium rose water - paraben free skin toner
64,P000065,4.26,"Gulabari Premium Rose Water - Daily Glow, All Skin Types, Paraben Free, Alcohol Free",Dabur,85.0,https://www.bigbasket.com/media/uploads/p/l/263860_8-dabur-gulabari-premium-rose-water-paraben-free-skin-toner.jpg,Beauty & Hygiene,Face Care,"dabur beauty & hygiene face care gulabari premium rose water - daily glow, all skin types, paraben free, alcohol free"
65,P000066,4.69,Pasteurised Butter,Amul,255.0,https://www.bigbasket.com/media/uploads/p/l/104864_8-amul-butter-pasteurised.jpg,"Bakery, Cakes & Dairy",Butter & Margarine,"amul bakery, cakes & dairy butter & margarine pasteurised butter"
66,P000067,3.13,Butter - Pasteurized,Amul,104.0,https://www.bigbasket.com/media/uploads/p/l/1200163_4-amul-butter-pasteurized.jpg,"Bakery, Cakes & Dairy",Butter & Margarine,"amul bakery, cakes & dairy butter & margarine butter - pasteurized"
67,P000068,3.76,Butter - Pasteurised,Amul,156.0,https://www.bigbasket.com/media/uploads/p/l/1205137_3-amul-butter-pasteurized-carton.jpg,"Bakery, Cakes & Dairy",Butter & Margarine,"amul bakery, cakes & dairy butter & margarine butter - pasteurised"
68,P000069,3.09,"Farm Fresh Curd/Dahi - Premium, No Preservatives",Milky Mist,46.0,https://www.bigbasket.com/media/uploads/p/l/40003162_4-milky-mist-curd-farm-fresh.jpg,"Bakery, Cakes & Dairy",Curd,"milky mist bakery, cakes & dairy curd farm fresh curd/dahi - premium, no preservatives"
69,P000070,3.67,Chana Dal/Kadale Bele,BB Royal,160.0,https://www.bigbasket.com/media/uploads/p/l/10000803_14-bb-royal-channa-dal.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal chana dal/kadale bele"
70,P000071,3.76,Maida,BB Royal,60.0,https://www.bigbasket.com/media/uploads/p/l/10000416_12-bb-royal-maida.jpg,"Foodgrains, Oil & Masala","Sooji, Maida & Besan","bb royal foodgrains, oil & masala sooji, maida & besan maida"
71,P000072,3.02,"Moong - Green, Whole/Sabut",BB Royal,90.0,https://www.bigbasket.com/media/uploads/p/l/10000443_16-bb-royal-moong-green-wholesabut.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal moong - green, whole/sabut"
72,P000073,3.99,Green Moong Whole/Hesaru Kaalu - Sabut,BB Royal,180.0,https://www.bigbasket.com/media/uploads/p/l/20000437_12-bb-royal-green-moong-wholesabut.jpg,"Foodgrains, Oil & Masala","Toor, Channa & Moong Dal","bb royal foodgrains, oil & masala toor, channa & moong dal green moong whole/hesaru kaalu - sabut"
73,P000074,4.52,"Black Soft Drink - Max Taste, Zero Sugar(Diet)",Pepsi,35.0,https://www.bigbasket.com/media/uploads/p/l/40104245_6-pepsi-black-soft-drink-max-taste-zero-caldiet.jpg,Beverages,Cold Drinks,"pepsi beverages cold drinks black soft drink - max taste, zero sugar(diet)"
74,P000075,4.46,Poha /Avalakki/Aval/Chivda -Thick,BB Royal,40.0,https://www.bigbasket.com/media/uploads/p/l/10000453_14-bb-royal-poha-avalakkiavalchivda-thick.jpg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura","bb royal foodgrains, oil & masala poha, sabudana & murmura poha /avalakki/aval/chivda -thick"
75,P000076,3.47,"Poha/Avalakki/Aval/Chivda Thick - Flattened & Beaten Rice , Makers Breakfast &  Teatime Snacks",BB Royal,80.0,https://www.bigbasket.com/media/uploads/p/l/10000431_18-bb-royal-pohaavalakkiavalchivda-thick.jpg,"Foodgrains, Oil & Masala","Poha, Sabudana & Murmura","bb royal foodgrains, oil & masala poha, sabudana & murmura poha/avalakki/aval/chivda thick - flattened & beaten rice , makers breakfast &  teatime snacks"
76,P000077,3.91,Diaper Pants - XXL,Pampers ,399.0,https://www.bigbasket.com/media/uploads/p/l/40111395_7-pampers-diaper-pants-xxl.jpg,Baby Care,Diapers,pampers  baby care diapers diaper pants - xxl
77,P000078,3.4,"All-Round Protection Diaper Pants - XXL, 15-25 kg, Ultra Absorb Core, Leakage Prevention for upto 12 Hours",Pampers ,1199.0,https://www.bigbasket.com/media/uploads/p/l/40185708_4-pampers-diaper-pants-xxl.jpg,Baby Care,Diapers,"pampers  baby care diapers all-round protection diaper pants - xxl, 15-25 kg, ultra absorb core, leakage prevention for upto 12 hours"
78,P000079,3.22,Urad Dal/Uddina Bele - Split,BB Popular,200.0,https://www.bigbasket.com/media/uploads/p/l/30010377_11-bb-popular-urad-dal-split.jpg,"Foodgrains, Oil & Masala",Urad & Other Dals,"bb popular foodgrains, oil & masala urad & other dals urad dal/uddina bele - split"
79,P000080,3.42,Mustard/Sasive/Rai - Small,BB Royal,150.0,https://www.bigbasket.com/media/uploads/p/l/40026602_10-bb-royal-mustardrai-small.jpg,"Foodgrains, Oil & Masala",Whole Spices,"bb royal foodgrains, oil & masala whole spices mustard/sasive/rai - small"
80,P000081,4.15,Organic - Almond/Badam,BB Royal,675.0,https://www.bigbasket.com/media/uploads/p/l/40101871_11-bb-royal-organic-almondbadam.jpg,"Foodgrains, Oil & Masala",Organic Dry Fruits,"bb royal foodgrains, oil & masala organic dry fruits organic - almond/badam"
81,P000082,4.56,Ridge Gourd,Fresho,45.45,https://www.bigbasket.com/media/uploads/p/l/10000176_15-fresho-ridge-gourd.jpg,Fruits & Vegetables,"Gourd, Pumpkin, Drumstick","fresho fruits & vegetables gourd, pumpkin, drumstick ridge gourd"
82,P000083,4.2,H2O Unbreakable Water Bottle - Blue,Cello,1236.0,https://www.bigbasket.com/media/uploads/p/l/1206863_1-cello-h2o-unbreakable-water-bottle-blue.jpg,"Kitchen, Garden & Pets",Water & Fridge Bottles,"cello kitchen, garden & pets water & fridge bottles h2o unbreakable water bottle - blue"
83,P000084,4.44,H2o Unbreakable Water Bottle - Blue,Cello,206.0,https://www.bigbasket.com/media/uploads/p/l/40080581_2-cello-h2o-unbreakable-water-bottle-blue.jpg,"Kitchen, Garden & Pets",Water & Fridge Bottles,"cello kitchen, garden & pets water & fridge bottles h2o unbreakable water bottle - blue"
84,P000085,3.21,Coccinia (Loose),Fresho,87.66,https://www.bigbasket.com/media/uploads/p/l/10000089_19-fresho-coccinia.jpg,Fruits & Vegetables,Cucumber & Capsicum,fresho fruits & vegetables cucumber & capsicum coccinia (loose)
85,P000086,4.63,"Oats Breakfast Cereal - Rich In Protein, Dietary Fibre, Nutritious, Easy To Cook",Quaker,199.0,https://www.bigbasket.com/media/uploads/p/l/208345_20-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge,"quaker snacks & branded foods oats & porridge oats breakfast cereal - rich in protein, dietary fibre, nutritious, easy to cook"
86,P000087,3.38,"Oats - Multigrain, Breakfast Cereal, Rich In Fibre & Calcium, Good For Heart",Quaker,175.0,https://www.bigbasket.com/media/uploads/p/l/40007739_18-quaker-oats-multigrain-breakfast-cereal-rich-source-of-energy-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge,"quaker snacks & branded foods oats & porridge oats - multigrain, breakfast cereal, rich in fibre & calcium, good for heart"
87,P000088,4.29,"Rolled Oats - Rich In Protein, Nutritious, Easy To Cook",Quaker,338.0,https://www.bigbasket.com/media/uploads/p/l/40091105_13-quaker-rolled-oats-rich-in-protein-nutritious-easy-to-cook.jpg,Snacks & Branded Foods,Oats & Porridge,"quaker snacks & branded foods oats & porridge rolled oats - rich in protein, nutritious, easy to cook"
