,order_item_id,order_id,product_id,user_id,quantity,item_price,total_price
135,I00000136,O00000056,P001348,U003377,5,4300.0,21500.0
136,I00000137,O00000056,P000851,U003377,4,7750.0,31000.0
137,I00000138,O00000057,P000607,U003939,5,800.0,4000.0
138,I00000139,O00000058,P000713,U002279,3,1990.0,5970.0
139,I00000140,O00000059,P000751,U004843,7,1400.0,9800.0
140,I00000141,O00000059,P000310,U004843,6,10990.0,65940.0
141,I00000142,O00000059,P000260,U004843,3,15570.0,46710.0
142,I00000143,O00000060,P000456,U004239,6,9380.0,56280.0
143,I00000144,O00000061,P000732,U003431,3,1650.0,4950.0
144,I00000145,O00000061,P000695,U003431,6,2650.0,15900.0
145,I00000146,O00000061,P001706,U003431,7,5570.0,38990.0
146,I00000147,O00000062,P000251,U009887,7,1120.0,7840.0
147,I00000148,O00000062,P000908,U009887,5,1050.0,5250.0
148,I00000149,O00000062,P001119,U009887,5,1550.0,7750.0
149,I00000150,O00000063,P001947,U001271,3,3450.0,10350.0
150,I00000151,O00000063,P001855,U001271,6,2000.0,12000.0
151,I00000152,O00000063,P001976,U001271,4,2650.0,10600.0
152,I00000153,O00000063,P001823,U001271,3,4990.0,14970.0
153,I00000154,O00000064,P001069,U006235,5,2150.0,10750.0
154,I00000155,O00000064,P000087,U006235,4,1750.0,7000.0
155,I00000156,O00000065,P000115,U009764,6,5714.0,34284.0
156,I00000157,O00000065,P000382,U009764,3,1410.0,4230.0
157,I00000158,O00000065,P001981,U009764,4,2480.0,9920.0
158,I00000159,O00000065,P001565,U009764,5,14030.0,70150.0
159,I00000160,O00000065,P001639,U009764,4,10950.0,43800.0
160,I00000161,O00000066,P001606,U003806,5,6600.0,33000.0
161,I00000162,O00000066,P000100,U003806,4,35970.0,143880.0
162,I00000163,O00000066,P000650,U003806,6,1450.0,8700.0
163,I00000164,O00000067,P001996,U001740,3,9990.0,29970.0
164,I00000165,O00000067,P000748,U001740,3,2750.0,8250.0
165,I00000166,O00000068,P000967,U005875,4,790.0,3160.0
166,I00000167,O00000068,P000380,U005875,5,900.0,4500.0
167,I00000168,O00000069,P001512,U007490,5,8420.0,42100.0
168,I00000169,O00000069,P001219,U007490,5,3000.0,15000.0
169,I00000170,O00000069,P001499,U007490,5,2250.0,11250.0
170,I00000171,O00000069,P000519,U007490,7,3200.0,22400.0
171,I00000172,O00000069,P002000,U007490,7,2590.0,18130.0
172,I00000173,O00000069,P000225,U007490,6,6630.0,39780.0
173,I00000174,O00000070,P000887,U004383,4,3500.0,14000.0
174,I00000175,O00000070,P001577,U004383,7,3990.0,27930.0
175,I00000176,O00000070,P000936,U004383,6,6990.0,41940.0
176,I00000177,O00000070,P001888,U004383,3,1400.0,4200.0
177,I00000178,O00000070,P000926,U004383,6,1550.0,9300.0
178,I00000179,O00000071,P000431,U008449,6,800.0,4800.0
179,I00000180,O00000071,P001694,U008449,7,5270.0,36890.0
180,I00000181,O00000071,P001253,U008449,5,1100.0,5500.0
181,I00000182,O00000071,P001509,U008449,4,550.0,2200.0
182,I00000183,O00000072,P001601,U007276,6,2490.0,14940.0
183,I00000184,O00000072,P001060,U007276,6,4560.0,27360.0
184,I00000185,O00000073,P001535,U000383,5,1990.0,9950.0
185,I00000186,O00000074,P001309,U001053,4,8490.0,33960.0
186,I00000187,O00000075,P000684,U003631,5,6750.0,33750.0
187,I00000188,O00000075,P000474,U003631,6,6370.0,38220.0
188,I00000189,O00000075,P000760,U003631,7,2740.0,19180.0
189,I00000190,O00000075,P000784,U003631,6,2800.0,16800.0
190,I00000191,O00000076,P000455,U006851,6,26512.0,159072.0
191,I00000192,O00000076,P001722,U006851,5,1990.0,9950.0
192,I00000193,O00000076,P000036,U006851,5,17500.0,87500.0
193,I00000194,O00000077,P001500,U005127,6,3490.0,20940.0
194,I00000195,O00000077,P001467,U005127,3,1250.0,3750.0
195,I00000196,O00000078,P000262,U005863,7,2000.0,14000.0
196,I00000197,O00000079,P001966,U008184,4,1250.0,5000.0
197,I00000198,O00000079,P000238,U008184,7,7662.0,53634.0
198,I00000199,O00000079,P000854,U008184,6,1190.0,7140.0
199,I00000200,O00000080,P001870,U007964,6,9900.0,59400.0
200,I00000201,O00000081,P000206,U000280,3,300.0,900.0
201,I00000202,O00000081,P001140,U000280,3,2000.0,6000.0
202,I00000203,O00000082,P001195,U002630,3,450.0,1350.0
203,I00000204,O00000082,P001830,U002630,5,4200.0,21000.0
204,I00000205,O00000082,P001379,U002630,4,850.0,3400.0
205,I00000206,O00000083,P000263,U004873,5,3200.0,16000.0
206,I00000207,O00000084,P000639,U004193,6,1450.0,8700.0
207,I00000208,O00000084,P001735,U004193,5,5100.0,25500.0
208,I00000209,O00000085,P000954,U009453,3,6000.0,18000.0
209,I00000210,O00000086,P001871,U004906,4,2990.0,11960.0
210,I00000211,O00000086,P000290,U004906,6,1390.0,8340.0
211,I00000212,O00000087,P000864,U002432,6,7800.0,46800.0
212,I00000213,O00000088,P001667,U001613,3,8990.0,26970.0
213,I00000214,O00000088,P000396,U001613,5,2250.0,11250.0
214,I00000215,O00000089,P001968,U004756,3,3950.0,11850.0
215,I00000216,O00000090,P000534,U003655,7,1990.0,13930.0
216,I00000217,O00000090,P000960,U003655,6,9000.0,54000.0
217,I00000218,O00000091,P000335,U006570,6,550.0,3300.0
218,I00000219,O00000091,P001261,U006570,5,5500.0,27500.0
219,I00000220,O00000091,P000206,U006570,7,300.0,2100.0
220,I00000221,O00000092,P000425,U001781,4,2750.0,11000.0
221,I00000222,O00000093,P001318,U002932,6,8780.0,52680.0
222,I00000223,O00000093,P001443,U002932,7,1990.0,13930.0
223,I00000224,O00000094,P000635,U008738,7,3740.0,26180.0
224,I00000225,O00000095,P000732,U002227,6,1650.0,9900.0
225,I00000226,O00000096,P000231,U002173,5,23420.0,117100.0
226,I00000227,O00000097,P001546,U002710,7,5500.0,38500.0
227,I00000228,O00000098,P001014,U001491,6,3900.0,23400.0
228,I00000229,O00000098,P000330,U001491,6,1720.0,10320.0
229,I00000230,O00000098,P000354,U001491,5,11990.0,59950.0
230,I00000231,O00000099,P001692,U006836,5,3990.0,19950.0
231,I00000232,O00000099,P001778,U006836,4,7000.0,28000.0
232,I00000233,O00000099,P000620,U006836,3,890.0,2670.0
233,I00000234,O00000100,P000467,U007744,4,7400.0,29600.0
234,I00000235,O00000100,P000054,U007744,7,1280.0,8960.0
235,I00000236,O00000101,P001524,U009367,6,4290.0,25740.0
236,I00000237,O00000101,P000520,U009367,6,2400.0,14400.0
237,I00000238,O00000101,P000905,U009367,5,2250.0,11250.0
238,I00000239,O00000101,P000224,U009367,4,5090.0,20360.0
239,I00000240,O00000102,P001314,U000795,6,4160.0,24960.0
240,I00000241,O00000102,P001359,U000795,6,5000.0,30000.0
241,I00000242,O00000103,P000075,U008095,4,400.0,1600.0
242,I00000243,O00000103,P000786,U008095,4,2250.0,9000.0
243,I00000244,O00000103,P000775,U008095,7,2000.0,14000.0
244,I00000245,O00000104,P000373,U007392,5,2850.0,14250.0
245,I00000246,O00000104,P000091,U007392,5,750.0,3750.0
246,I00000247,O00000105,P001748,U008882,4,3450.0,13800.0
247,I00000248,O00000105,P001290,U008882,7,1300.0,9100.0
248,I00000249,O00000106,P001284,U008953,5,2450.0,12250.0
249,I00000250,O00000107,P001816,U005095,4,3300.0,13200.0
250,I00000251,O00000108,P000055,U003853,3,640.0,1920.0
251,I00000252,O00000108,P000877,U003853,3,2800.0,8400.0
252,I00000253,O00000109,P001111,U001398,6,3990.0,23940.0
253,I00000254,O00000110,P001720,U005833,4,7200.0,28800.0
254,I00000255,O00000110,P000814,U005833,7,9870.0,69090.0
255,I00000256,O00000110,P001142,U005833,5,1990.0,9950.0
256,I00000257,O00000111,P000345,U006403,7,620.0,4340.0
257,I00000258,O00000111,P001436,U006403,4,190.0,760.0
258,I00000259,O00000112,P001150,U002203,5,1970.0,9850.0
259,I00000260,O00000112,P001611,U002203,5,1990.0,9950.0
260,I00000261,O00000112,P001280,U002203,6,29990.0,179940.0
261,I00000262,O00000113,P000662,U001974,4,3150.0,12600.0
262,I00000263,O00000114,P000377,U002688,3,1600.0,4800.0
263,I00000264,O00000114,P001080,U002688,3,950.0,2850.0
264,I00000265,O00000115,P000639,U007745,4,1450.0,5800.0
265,I00000266,O00000115,P000545,U007745,3,250.0,750.0
266,I00000267,O00000116,P000510,U000180,4,2900.0,11600.0
267,I00000268,O00000116,P001551,U000180,5,3190.0,15950.0
268,I00000269,O00000116,P001247,U000180,6,5000.0,30000.0
269,I00000270,O00000117,P001564,U001913,3,2450.0,7350.0
270,I00000271,O00000117,P001039,U001913,5,2150.0,10750.0
271,I00000272,O00000118,P000352,U007481,6,3590.0,21540.0
272,I00000273,O00000118,P000060,U007481,3,7850.0,23550.0
273,I00000274,O00000118,P001769,U007481,7,2500.0,17500.0
274,I00000275,O00000119,P001650,U009061,5,4000.0,20000.0
275,I00000276,O00000120,P001449,U000716,6,1990.0,11940.0
276,I00000277,O00000121,P001090,U001240,5,2630.0,13150.0
277,I00000278,O00000122,P001430,U005566,4,1930.0,7720.0
278,I00000279,O00000122,P001038,U005566,3,4350.0,13050.0
279,I00000280,O00000122,P000451,U005566,7,1010.0,7070.0
280,I00000281,O00000123,P001633,U005052,6,4290.0,25740.0
281,I00000282,O00000124,P001355,U006150,4,1090.0,4360.0
282,I00000283,O00000124,P001051,U006150,6,12000.0,72000.0
283,I00000284,O00000125,P000357,U005706,3,4700.0,14100.0
284,I00000285,O00000126,P001838,U002931,5,6500.0,32500.0
285,I00000286,O00000126,P000059,U002931,3,7950.0,23850.0
286,I00000287,O00000127,P001626,U007738,4,5850.0,23400.0
287,I00000288,O00000127,P000454,U007738,4,2990.0,11960.0
288,I00000289,O00000128,P000429,U000975,4,1990.0,7960.0
289,I00000290,O00000129,P000417,U003622,3,2700.0,8100.0
290,I00000291,O00000129,P000826,U003622,7,9500.0,66500.0
291,I00000292,O00000129,P000952,U003622,4,8500.0,34000.0
292,I00000293,O00000130,P000373,U004647,4,2850.0,11400.0
293,I00000294,O00000131,P000542,U000130,5,400.0,2000.0
294,I00000295,O00000132,P001032,U002510,4,250.0,1000.0
295,I00000296,O00000133,P001254,U007445,3,750.0,2250.0
296,I00000297,O00000134,P001586,U004675,7,1600.0,11200.0
297,I00000298,O00000134,P001869,U004675,4,13480.0,53920.0
298,I00000299,O00000135,P001418,U002302,3,2290.0,6870.0
299,I00000300,O00000135,P001986,U002302,4,2000.0,8000.0
300,I00000301,O00000135,P000865,U002302,6,1550.0,9300.0
301,I00000302,O00000135,P000113,U002302,3,1360.0,4080.0
302,I00000303,O00000136,P000482,U001440,3,4990.0,14970.0
303,I00000304,O00000136,P000003,U001440,6,1100.0,6600.0
304,I00000305,O00000137,P001716,U001427,4,12980.0,51920.0
305,I00000306,O00000138,P000537,U006921,4,9900.0,39600.0
306,I00000307,O00000138,P000929,U006921,6,5600.0,33600.0
307,I00000308,O00000138,P000304,U006921,4,6600.0,26400.0
308,I00000309,O00000138,P001020,U006921,6,2850.0,17100.0
309,I00000310,O00000139,P000492,U002993,5,7500.0,37500.0
310,I00000311,O00000139,P000711,U002993,7,1990.0,13930.0
311,I00000312,O00000139,P001352,U002993,6,3980.0,23880.0
312,I00000313,O00000140,P000924,U008257,3,4750.0,14250.0
313,I00000314,O00000141,P001230,U009725,4,490.0,1960.0
314,I00000315,O00000141,P001855,U009725,3,2000.0,6000.0
315,I00000316,O00000142,P000481,U006344,4,3290.0,13160.0
316,I00000317,O00000142,P001758,U006344,4,1650.0,6600.0
317,I00000318,O00000142,P001628,U006344,4,1190.0,4760.0
318,I00000319,O00000143,P000225,U000022,7,6630.0,46410.0
319,I00000320,O00000143,P000609,U000022,5,250.0,1250.0
320,I00000321,O00000143,P001030,U000022,6,8182.0,49092.0
321,I00000322,O00000144,P001683,U006302,4,2490.0,9960.0
322,I00000323,O00000145,P000428,U009282,6,1250.0,7500.0
323,I00000324,O00000146,P000950,U004487,7,650.0,4550.0
324,I00000325,O00000147,P000189,U002779,5,4550.0,22750.0
325,I00000326,O00000147,P000461,U002779,5,2100.0,10500.0
326,I00000327,O00000147,P000948,U002779,3,1830.0,5490.0
327,I00000328,O00000147,P001111,U002779,4,3990.0,15960.0
328,I00000329,O00000148,P000679,U005318,6,2450.0,14700.0
329,I00000330,O00000148,P001145,U005318,4,820.0,3280.0
330,I00000331,O00000149,P000188,U006981,7,6500.0,45500.0
331,I00000332,O00000149,P001839,U006981,7,1200.0,8400.0
332,I00000333,O00000150,P000744,U000668,7,800.0,5600.0
333,I00000334,O00000151,P001080,U006960,7,950.0,6650.0
334,I00000335,O00000151,P001491,U006960,6,2770.0,16620.0
335,I00000336,O00000152,P001827,U006228,7,29190.0,204330.0
336,I00000337,O00000152,P000628,U006228,3,5550.0,16650.0
337,I00000338,O00000152,P000032,U006228,6,1730.0,10380.0
338,I00000339,O00000153,P000615,U007261,5,4416.0,22080.0
339,I00000340,O00000154,P000906,U007064,7,1800.0,12600.0
340,I00000341,O00000155,P001015,U000476,4,1300.0,5200.0
341,I00000342,O00000155,P001424,U000476,7,1560.0,10920.0
342,I00000343,O00000156,P000450,U004571,3,5460.0,16380.0
343,I00000344,O00000156,P000568,U004571,5,1990.0,9950.0
344,I00000345,O00000157,P000961,U007924,3,2250.0,6750.0
345,I00000346,O00000158,P000924,U004476,4,4750.0,19000.0
346,I00000347,O00000158,P000728,U004476,4,900.0,3600.0
347,I00000348,O00000158,P000473,U004476,3,4500.0,13500.0
348,I00000349,O00000158,P001581,U004476,5,7910.0,39550.0
349,I00000350,O00000159,P000392,U004306,3,7600.0,22800.0
350,I00000351,O00000160,P000510,U006265,4,2900.0,11600.0
351,I00000352,O00000161,P001920,U001885,7,7990.0,55930.0
352,I00000353,O00000162,P000961,U003794,4,2250.0,9000.0
353,I00000354,O00000162,P001900,U003794,5,5500.0,27500.0
354,I00000355,O00000162,P000010,U003794,3,1860.0,5580.0
355,I00000356,O00000162,P000820,U003794,4,1490.0,5960.0
356,I00000357,O00000162,P000087,U003794,3,1750.0,5250.0
357,I00000358,O00000163,P000963,U004111,4,2100.0,8400.0
358,I00000359,O00000163,P000127,U004111,3,1013.0,3039.0
359,I00000360,O00000163,P000335,U004111,3,550.0,1650.0
360,I00000361,O00000163,P000980,U004111,5,8350.0,41750.0
361,I00000362,O00000164,P001492,U006977,7,5410.0,37870.0
362,I00000363,O00000164,P001482,U006977,4,1660.0,6640.0
363,I00000364,O00000164,P001193,U006977,5,3050.0,15250.0
364,I00000365,O00000164,P000042,U006977,6,3600.0,21600.0
365,I00000366,O00000165,P001813,U004253,6,4800.0,28800.0
366,I00000367,O00000165,P001407,U004253,7,1500.0,10500.0
367,I00000368,O00000165,P000111,U004253,3,3300.0,9900.0
368,I00000369,O00000165,P001499,U004253,7,2250.0,15750.0
369,I00000370,O00000165,P001192,U004253,6,5410.0,32460.0
370,I00000371,O00000166,P000876,U003599,6,1400.0,8400.0
371,I00000372,O00000166,P000707,U003599,5,1510.0,7550.0
372,I00000373,O00000166,P001457,U003599,5,1470.0,7350.0
373,I00000374,O00000167,P001725,U008017,7,800.0,5600.0
374,I00000375,O00000168,P001928,U005863,4,3250.0,13000.0
375,I00000376,O00000168,P000522,U005863,5,5830.0,29150.0
376,I00000377,O00000169,P001084,U001205,6,300.0,1800.0
377,I00000378,O00000169,P000040,U001205,4,1350.0,5400.0
378,I00000379,O00000170,P000743,U003435,4,600.0,2400.0
379,I00000380,O00000171,P000756,U001678,6,6400.0,38400.0
380,I00000381,O00000172,P000194,U009680,4,440.0,1760.0
381,I00000382,O00000172,P000598,U009680,4,3980.0,15920.0
382,I00000383,O00000172,P000822,U009680,4,6300.0,25200.0
383,I00000384,O00000172,P001323,U009680,6,2750.0,16500.0
384,I00000385,O00000173,P001801,U003834,6,3450.0,20700.0
385,I00000386,O00000173,P000743,U003834,7,600.0,4200.0
386,I00000387,O00000174,P001922,U007238,6,2000.0,12000.0
387,I00000388,O00000174,P001764,U007238,4,3650.0,14600.0
388,I00000389,O00000174,P001551,U007238,3,3190.0,9570.0
389,I00000390,O00000174,P001499,U007238,7,2250.0,15750.0
390,I00000391,O00000175,P000689,U002754,3,990.0,2970.0
391,I00000392,O00000175,P001581,U002754,7,7910.0,55370.0
392,I00000393,O00000176,P001447,U009063,6,2450.0,14700.0
393,I00000394,O00000176,P000123,U009063,5,4200.0,21000.0
394,I00000395,O00000176,P001563,U009063,5,2290.0,11450.0
395,I00000396,O00000176,P000797,U009063,4,350.0,1400.0
396,I00000397,O00000177,P000540,U002797,6,400.0,2400.0
397,I00000398,O00000178,P000337,U006485,3,4470.0,13410.0
398,I00000399,O00000178,P001525,U006485,6,2350.0,14100.0
399,I00000400,O00000178,P000572,U006485,3,7990.0,23970.0
400,I00000401,O00000179,P001268,U000987,3,6950.0,20850.0
401,I00000402,O00000179,P001199,U000987,3,2350.0,7050.0
402,I00000403,O00000179,P001513,U000987,4,1300.0,5200.0
403,I00000404,O00000180,P001542,U008002,5,5600.0,28000.0
404,I00000405,O00000180,P001842,U008002,3,7200.0,21600.0
405,I00000406,O00000180,P000787,U008002,3,650.0,1950.0
406,I00000407,O00000180,P000348,U008002,4,3350.0,13400.0
407,I00000408,O00000180,P001378,U008002,6,5100.0,30600.0
408,I00000409,O00000181,P000994,U006833,3,2750.0,8250.0
409,I00000410,O00000181,P001983,U006833,7,2000.0,14000.0
410,I00000411,O00000182,P000562,U009225,3,6450.0,19350.0
411,I00000412,O00000182,P000014,U009225,7,2597.0,18179.0
412,I00000413,O00000183,P001896,U006690,3,9500.0,28500.0
413,I00000414,O00000183,P001867,U006690,3,3300.0,9900.0
414,I00000415,O00000184,P000808,U001541,4,500.0,2000.0
415,I00000416,O00000185,P000388,U004717,7,4990.0,34930.0
416,I00000417,O00000185,P001023,U004717,4,10250.0,41000.0
417,I00000418,O00000185,P000135,U004717,6,400.0,2400.0
418,I00000419,O00000186,P000624,U004708,3,5840.0,17520.0
419,I00000420,O00000187,P000085,U005772,4,8766.0,35064.0
420,I00000421,O00000187,P000390,U005772,3,1800.0,5400.0
421,I00000422,O00000188,P001832,U005931,6,7780.0,46680.0
422,I00000423,O00000189,P000540,U001604,5,400.0,2000.0
423,I00000424,O00000189,P001610,U001604,7,500.0,3500.0
424,I00000425,O00000189,P000191,U001604,7,4000.0,28000.0
425,I00000426,O00000189,P001075,U001604,3,190.0,570.0
426,I00000427,O00000189,P001293,U001604,4,3620.0,14480.0
427,I00000428,O00000190,P001733,U007885,5,5420.0,27100.0
428,I00000429,O00000191,P001793,U003178,3,33000.0,99000.0
429,I00000430,O00000191,P000829,U003178,3,50.0,150.0
430,I00000431,O00000191,P000540,U003178,6,400.0,2400.0
431,I00000432,O00000192,P000233,U009179,5,7430.0,37150.0
432,I00000433,O00000193,P000745,U006708,6,8690.0,52140.0
433,I00000434,O00000194,P001954,U006411,6,18950.0,113700.0
434,I00000435,O00000195,P001058,U001418,6,1290.0,7740.0
435,I00000436,O00000195,P001873,U001418,5,750.0,3750.0
436,I00000437,O00000195,P000649,U001418,6,4350.0,26100.0
